City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
443,mossel bay,-34.1831,22.146,48.13,64,98,4.63,ZA,1685998945
444,zuni pueblo,35.0725,-108.8506,75.83,17,94,16.73,US,1685998945
445,mabaruma,8.2,-59.7833,83.03,77,35,5.95,GY,1685998945
446,changji,44.0167,87.3167,77.79,18,0,15.66,CN,1685998946
447,brandon,27.9378,-82.2859,89.46,65,75,12.66,US,1685998327
448,langzhong,31.5504,105.9938,63.34,83,63,1.32,CN,1685998946
449,jabor,5.921,169.6434,83.03,78,95,16.33,MH,1685998946
450,antigonish,45.6169,-61.9986,49.82,97,100,5.99,CA,1685998947
451,mira,45.4358,12.1348,66.06,91,20,11.5,IT,1685998947
452,igarka,67.4667,86.5833,50.11,59,96,7.78,RU,1685998947
453,viqueque,-8.8673,126.3658,72.07,83,17,2.98,TL,1685998948
454,afaahiti,-17.75,-149.2833,82.27,73,40,11.56,PF,1685998948
455,yeppoon,-23.1333,150.7333,62.38,89,81,15.48,AU,1685998949
456,goure,13.9835,10.2704,94.26,28,84,6.29,NE,1685998949
457,kuala perlis,6.4,100.1333,80.58,81,100,14.25,MY,1685998949
458,santa isabel,-23.3156,-46.2214,71.31,88,3,3.31,BR,1685998950
459,galich,58.3797,42.3475,45.09,96,17,4.76,RU,1685998950
460,trosa,58.8962,17.5481,59.41,85,10,9.33,SE,1685998950
461,burutu,5.3509,5.5076,78.94,86,100,7.78,NG,1685998950
462,amungan,15.3652,119.9582,80.53,82,43,5.06,PH,1685998951
463,miri,4.4148,114.0089,77.14,94,40,0.0,MY,1685998951
464,balotra,25.8333,72.2333,87.46,50,0,9.51,IN,1685998952
465,tres arroyos,-38.3739,-60.2798,51.26,46,97,14.14,AR,1685998952
466,brownsville,25.9018,-97.4975,87.75,59,0,18.41,US,1685998779
467,sao jose do rio preto,-20.8197,-49.3794,79.07,34,0,5.75,BR,1685998908
468,desaguadero,-16.5656,-69.0417,52.2,31,2,11.63,PE,1685998952
469,verkhnevilyuysk,63.4453,120.3167,42.57,77,61,4.97,RU,1685998953
470,narail,23.1667,89.5,84.54,71,34,7.2,BD,1685998953
471,les anglais,18.3054,-74.2197,85.55,75,22,9.75,HT,1685998953
472,harvard,42.4222,-88.6137,85.5,29,3,4.09,US,1685998954
473,pacocha,-17.5833,-71.3333,68.14,83,100,4.61,PE,1685998954
474,patong,7.8961,98.2966,82.54,85,100,16.44,TH,1685998954
475,la'ie,21.6477,-157.9253,82.45,67,19,9.82,US,1685998954
476,general acha,-37.377,-64.6043,62.67,48,83,14.81,AR,1685998955
477,as sulayyil,20.4607,45.5779,91.65,14,44,7.09,SA,1685998941
478,pampa,35.5362,-100.9599,78.84,47,51,3.44,US,1685998845
479,leon,21.1167,-101.6667,87.15,50,0,5.08,MX,1685998686
480,mata-utu,-13.2816,-176.1745,80.73,80,99,16.71,WF,1685998956
481,kandukur,15.2167,79.9167,94.82,37,100,15.57,IN,1685998956
482,ambon,-3.6954,128.1814,81.88,79,40,8.05,ID,1685998746
483,hanzhong,33.0728,107.0303,56.91,91,98,0.81,CN,1685998957
484,plastun,44.7561,136.2939,56.19,76,43,1.68,RU,1685998957
485,freetown,8.484,-13.2299,74.91,88,75,6.91,SL,1685998957
486,borgentreich,51.5692,9.2411,60.75,75,51,3.31,DE,1685998958
487,pimentel,-6.8367,-79.9342,82.69,61,40,11.5,PE,1685998958
488,taksimo,56.3444,114.8794,47.93,66,100,1.72,RU,1685998958
489,al bayda',32.7627,21.7551,69.48,42,100,8.5,LY,1685998958
490,kitsman,48.4386,25.761,55.69,78,47,7.63,UA,1685998959
491,gumel,12.6279,9.3912,94.33,30,52,2.64,NG,1685998959
492,inirida,3.8653,-67.9239,81.37,91,86,2.15,CO,1685998959
493,lakshmipur,22.95,90.8333,83.82,80,19,6.11,BD,1685998960
494,calingasta,-31.3308,-69.4078,70.43,21,91,1.81,AR,1685998960
495,kindu,-2.95,25.95,70.95,99,94,2.35,CD,1685998960
496,yahyali,38.1023,35.357,57.11,88,96,3.24,TR,1685998960
497,uturoa,-16.7333,-151.4333,79.97,71,1,8.46,PF,1685998960
498,tvoroyri,61.5556,-6.8111,49.8,85,4,11.7,FO,1685998960
499,chardara,41.2547,67.9692,77.9,22,24,7.38,KZ,1685998961
500,saint-pierre,-21.3393,55.4781,71.56,73,20,3.44,RE,1685998961
501,coquimbo,-29.9533,-71.3436,61.52,74,83,3.47,CL,1685998961
502,sarishabari,24.7333,89.8333,86.92,57,5,7.78,BD,1685998961
503,kargopol',61.5071,38.9456,46.6,89,97,8.48,RU,1685998961
504,kapa'a,22.0752,-159.319,79.48,68,57,3.0,US,1685998962
505,riva del garda,45.8858,10.8412,66.54,97,95,1.39,IT,1685998962
506,cassilandia,-19.1133,-51.7342,69.28,56,0,5.12,BR,1685998962
507,kurchatov,51.6601,35.6521,46.81,68,59,2.8,RU,1685998962
508,peterhead,57.5058,-1.7981,50.45,79,13,6.49,GB,1685998963
509,sarankhola,22.3082,89.7897,83.43,80,74,6.06,BD,1685998963
510,vila velha,-20.3297,-40.2925,75.15,80,0,10.36,BR,1685998963
511,tabou,4.423,-7.3528,78.28,86,100,6.93,CI,1685998963
512,selkirk,50.1436,-96.8845,90.09,58,73,5.01,CA,1685998885
513,stettler,52.3168,-112.7186,74.95,38,100,5.75,CA,1685998964
514,tchintabaraden,15.8969,5.7985,95.05,26,100,8.68,NE,1685998964
515,'ain el bell,34.3438,3.2247,69.89,40,0,8.05,DZ,1685998964
516,kuta,-8.7233,115.1723,78.75,94,40,2.3,ID,1685998964
517,dhulikhel,27.6189,85.5529,68.38,39,84,2.98,NP,1685998965
518,kiuruvesi,63.65,26.6167,41.04,67,1,6.24,FI,1685998965
519,tokar,18.4254,37.729,89.26,55,6,6.17,SD,1685998805
520,shindand,33.3029,62.1474,76.37,16,6,8.63,AF,1685998965
521,dawson creek,55.7666,-120.2362,58.64,38,20,14.97,CA,1685998965
522,ulanhot,46.0833,122.0833,57.81,61,84,9.98,CN,1685998966
523,douvres-la-delivrande,49.2947,-0.3804,56.79,88,0,6.91,FR,1685998966
524,pontes e lacerda,-15.2261,-59.3353,77.79,75,58,3.24,BR,1685998966
525,pambujan,12.5642,124.9276,77.92,92,67,3.56,PH,1685998967
526,cafayate,-26.073,-65.9761,66.69,50,0,6.8,AR,1685998967
527,kununurra,-15.7667,128.7333,60.78,100,66,1.14,AU,1685998967
528,valparaiso,-33.0393,-71.6273,64.92,83,56,12.71,CL,1685998781
529,kathmandu,27.7167,85.3167,70.84,68,75,3.44,NP,1685998792
530,partur,19.6,76.2167,90.05,39,89,13.11,IN,1685998967
531,kaliua,-5.0606,31.7936,69.03,58,100,5.26,TZ,1685998968
532,rathdrum,47.8137,-116.892,86.34,31,0,8.05,US,1685998968
533,santa elena de uairen,4.6167,-61.1333,73.67,83,61,6.51,VE,1685998968
534,sosnovo-ozerskoye,52.5249,111.5418,50.74,80,100,13.71,RU,1685998968
535,prado,-17.3411,-39.2208,71.53,74,0,6.15,BR,1685998854
536,valle de la pascua,9.2155,-66.0073,84.11,72,93,6.35,VE,1685998969
537,biltine,14.5333,20.9167,91.56,32,97,2.93,TD,1685998969
538,jerantut,3.936,102.3626,74.48,99,100,1.74,MY,1685998969
539,al-hamdaniya,36.2715,43.3737,82.33,23,100,7.47,IQ,1685998969
540,bandon,51.7469,-8.7425,56.79,90,0,3.56,IE,1685998969
541,magong,23.5654,119.5863,80.56,87,64,12.21,TW,1685998937
542,bentiu,9.2333,29.8333,82.99,60,85,6.13,SS,1685998970
543,bintulu,3.1667,113.0333,75.61,94,20,2.3,MY,1685998970
544,mpanda,-6.3655,31.0409,65.52,68,45,1.77,TZ,1685998970
545,davlekanovo,54.2215,55.0343,51.89,69,71,6.89,RU,1685998970
546,nguigmi,14.2495,13.1092,89.96,44,75,7.72,NE,1685998970
547,hadibu,12.65,54.0333,84.69,75,99,10.87,YE,1685998939
548,tejen,37.3834,60.5054,84.76,12,80,4.14,TM,1685998971
549,ambodifotatra,-16.9833,49.85,76.53,79,11,11.97,MG,1685998971
550,rudnya,54.947,31.0934,48.09,75,16,4.5,RU,1685998971
551,baardheere,2.3446,42.2764,79.29,74,61,16.26,SO,1685998971
552,pimenta bueno,-11.6725,-61.1936,77.38,87,81,3.44,BR,1685998908
553,midvagur,62.0511,-7.1939,49.03,93,100,6.91,FO,1685998972
554,great bend,38.3645,-98.7648,84.04,49,75,9.22,US,1685998783
555,viedma,-40.8135,-62.9967,59.59,32,100,19.89,AR,1685998972
556,nar'yan-mar,67.6713,53.087,40.28,73,99,24.72,RU,1685998972
557,berberati,4.2612,15.7922,68.7,97,87,2.35,CF,1685998972
558,metu,8.3,35.5833,57.43,98,99,2.64,ET,1685998973
559,salahonda,2.1019,-78.7217,82.04,77,10,9.44,CO,1685998973
560,kiruna,67.8557,20.2251,38.32,75,100,12.66,SE,1685998973
561,dalbandin,28.8947,64.4101,86.14,12,0,7.99,PK,1685998973
562,port saint john's,-31.6229,29.5448,59.7,55,97,5.12,ZA,1685998974
563,longjiang,47.3303,123.1836,59.9,56,98,11.68,CN,1685998974
564,manfalut,27.3104,30.97,86.25,23,5,7.74,EG,1685998974
565,lieksa,63.3167,30.0167,44.08,70,35,9.06,FI,1685998974
566,selfoss,63.9331,-20.9971,46.04,68,35,10.18,IS,1685998974
567,sola,-13.8833,167.55,79.68,78,99,21.79,VU,1685998975
568,ugoofaaru,5.6667,73.0,83.1,77,100,15.41,MV,1685998975
569,barra do garcas,-15.89,-52.2567,90.18,35,0,2.3,BR,1685998815
570,punta del este,-34.9667,-54.95,57.31,73,0,3.44,UY,1685998975
571,new ross,52.3967,-6.9367,55.4,87,8,4.74,IE,1685998975
572,kidal,18.4411,1.4078,94.32,11,30,10.11,ML,1685998976
573,nampula,-15.1165,39.2666,69.75,83,0,5.75,MZ,1685998976
574,christchurch,-43.5333,172.6333,45.32,92,75,6.91,NZ,1685998822
